YEAR,LOC$,MONTH$,ORGLOC$,ID1,ID2,ID3,SizeClass,SL,NLSL,WETWT,NLWETWT,DRYWT,NLDRYWT,VAR00014,PERWATER,ASHPERDRYWT,PERAFDW,TAGPERTOTLIP,TAGPERDRYWT,NOTTAGPDRYWT,LIPPERDRYWT,PERLEANAFDW,VAR00023,TAG,FFA,NOTTAG,TOTLIP,NLTAG,NLFFA,NLNOTTAG,NLTOTLIP,VAR00032,GTAG,GFFA,GNOTTAG,GTOTLIP,GPRO,NLGTAG,NLGRAMFFA,NLGNOTTAG,NLGTOTLIP,NLGPRO,VAR00042,TAGKJ,NOTTAGKJ,TOTLIPKJ,PROKJ,TOTALKJ,NLTAGKJ,NLNOTTAGKJ,NLTOTLIPKJ,NLPROKJ,NLTOTALKJ,DIFFTOTPROKJ,VAR00053,TAGPERTOTKJ,NOTTAGPERTKJ,TOTLIPPERKJ,PROPERTOTKJ,VAR00058,TOTALENERGYJ,EDENJPERGWET,NLEDJPERGWET,VAROOO59,C,N,S,ADJC,ADJN,ADJS,ADJCONC1,ADJCONC2,CLASSLOC$,VAR00069,ESTGPROREG,RESGPROREG,VAR00077,REQNLTAGKJ,ESTNLTAGKJ,NLTAGKJCON,REQNLPROKJ,ESTNLPROKJ,NLPROKJCON,REQNLTOTALKJ,ESTNLTOTALKJ,NLTOTALKJCON,VAR00087,ESTTAGKJ,ESTPROKJ,ESTTOTALKJ,VAR00091,ENDURANCE,VAR00093,BMPROKJCON
1999,AC,Sept,AC,1,1,15,S,34,3.526360525,0.37,-0.985908799,0.16,-1.804844709,,55.91,10,90,1.06,0.04,3.66,3.7,86.28,,0.39,2.86,36.57,36.96,-0.94,1.05,3.6,3.61,,6.42E-05,0.000470149,0.006015505,0.006079728,0.141924177,-9.653145479,-7.662460097,-5.113414959,-5.102795265,-1.952462328,,0.002541313,0.238033537,0.24057485,2.852675959,3.09325081,-5.975074224,-1.435343703,-1.424724009,1.048257487,1.12922258,0.240574851,,0.08,7.7,7.78,92.22,,3093.25081,8360.137324,9.031230132,,-17.87,9.76,16.98,-17.87,9.76,16.98,-1.05268477,1.571646303,MB,,-2.352356006,0.399893678,,1,-4.953676047,-1.021398177,1,0.848596036,0.199661451,1,0.947333281,0.181889299,,0.007057418,2.336364377,2.578823484,,0.000217911,,1
1999,LBC,Sept,DC,1,2,1,S,34,3.526360525,1.34,0.295352579,0.26,-1.349769586,,80.7,20.5,79.5,2.9,0.16,5.41,5.57,73.96,,1.62,2.63,54.07,55.69,0.48,0.97,3.99,4.02,,0.000419199,0.000681055,0.014019977,0.014439176,0.191780974,-7.777165296,-7.291867436,-4.267272035,-4.237810222,-1.65140132,,0.016587696,0.554770492,0.571358188,3.854797573,4.426155761,-4.09909404,-0.589200779,-0.559738966,1.349318495,1.487531433,0.571358188,,0.37,12.53,12.91,87.09,,4426.155761,3303.101314,8.102617098,,-17.66,14.15,17.04,-17.66,14.15,17.04,1.743864253,0.680998204,LBC,,-2.352356006,0.700954686,,1,-4.953676047,0.854582007,1,0.848596036,0.500722459,1,0.947333281,0.540198152,,0.007057418,2.336364377,2.578823484,,0.001029054,,1
1999,LBC,Sept,DT,1,6,3,S,35,3.555348061,0.73,-0.318003832,0.14,-1.996572064,,81.34,17.7,82.3,1.25,0.07,5.83,5.9,76.38,,0.74,6.18,58.31,59.04,-0.3,1.82,4.07,4.08,,0.000100142,0.00083898,0.007917874,0.008018016,0.103719221,-9.208919424,-7.083324285,-4.838632588,-4.826064289,-2.26606783,,0.003962627,0.31331026,0.317272887,2.084756339,2.402029226,-5.530848169,-1.160561333,-1.147993033,0.734651985,0.876313891,0.317272887,,0.16,13.04,13.21,86.79,,2402.029226,3290.450995,8.098779915,,-17.3,14.8,16.48,-17.3,14.8,16.48,2.32422276,0.519313223,LBC,,-2.264139479,-0.001928351,,1,-4.914281985,-0.616566184,1,0.927876947,-0.193224962,1,1.026875079,-0.150561188,,0.007340987,2.529133988,2.792326387,,0.000371419,,1
1999,LBC,Sept,DT,1,6,10,S,35,3.555348061,0.76,-0.278392026,0.15,-1.913927103,,80.52,17.7,82.3,2.23,0.12,5.18,5.3,77.02,,1.18,5.15,51.82,53,0.17,1.64,3.95,3.97,,0.000174083,0.000759024,0.007643071,0.007817153,0.113600459,-8.655979822,-7.183476666,-4.873955826,-4.851434793,-2.175067732,,0.006888454,0.30243631,0.309324764,2.283369226,2.59269399,-4.977908567,-1.19588457,-1.173363538,0.825652083,0.952697486,0.309324764,,0.27,11.66,11.93,88.07,,2592.69399,3411.439461,8.13488961,,-16.83,14.29,16.53,-16.83,14.29,16.53,2.37212259,0.862073384,LBC,,-2.264139479,0.089071747,,1,-4.914281985,-0.063626582,1,0.927876947,-0.102224864,1,1.026875079,-0.074177593,,0.007340987,2.529133988,2.792326387,,0.000616636,,1
1999,LBC,Sept,DC,1,4,4,S,35,3.555348061,0.77,-0.259807536,0.15,-1.870802677,,80.03,16.7,83.3,3.37,0.2,5.66,5.86,77.46,,1.97,2.08,56.61,58.58,0.68,0.73,4.04,4.07,,0.000303698,0.000320142,0.008717474,0.009021172,0.119290645,-8.099476974,-8.046746891,-4.742425786,-4.70818105,-2.126192372,,0.012017327,0.344950438,0.356967765,2.397741957,2.754709723,-4.421405718,-1.06435453,-1.030109794,0.874527443,1.013312073,0.356967766,,0.44,12.52,12.96,87.04,,2754.709723,3577.545095,8.182432116,,-18.07,14.52,16.62,-18.07,14.52,16.62,1.602694746,0.285275896,LBC,,-2.264139479,0.137947107,,1,-4.914281985,0.492876267,1,0.927876947,-0.053349504,1,1.026875079,-0.013563006,,0.007340987,2.529133988,2.792326387,,0.001075758,,1
1999,LBC,Sept,DC,1,7,6,S,35,3.555348061,0.74,-0.305846043,0.14,-1.96254779,,80.92,18.6,81.4,1.78,0.08,4.25,4.33,77.08,,0.77,2.4,42.54,43.31,-0.26,0.87,3.75,3.77,,0.000108229,0.00033678,0.005976427,0.006084657,0.108295879,-9.13125783,-7.996081491,-5.119932338,-5.101984984,-2.222888175,,0.004282636,0.236487227,0.240769863,2.176747172,2.417517035,-5.453186575,-1.441861083,-1.423913729,0.77783164,0.882740995,0.240769863,,0.18,9.78,9.96,90.04,,2417.517035,3266.914912,8.091601367,,-16.75,13.61,16.5,-16.75,13.61,16.5,2.020084349,1.043897882,LB,,-2.264139479,0.041251304,,1,-4.914281985,-0.53890459,1,0.927876947,-0.150045307,1,1.026875079,-0.144134084,,0.007340987,2.529133988,2.792326387,,0.000401413,,1
1999,LBC,Sept,DC,1,7,8,S,35,3.555348061,0.68,-0.378628454,0.13,-2.017406151,,80.58,11.2,88.8,1.09,0.04,4.04,4.08,84.74,,0.45,2.7,40.39,40.83,-0.81,0.99,3.7,3.71,,5.95E-05,0.000359003,0.005371487,0.005430946,0.112708679,-9.730215177,-7.932180564,-5.22665051,-5.215641861,-2.182948855,,0.002352812,0.212549739,0.214902551,2.265444439,2.48034699,-6.052143921,-1.548579254,-1.537570605,0.81777096,0.908398466,0.214902551,,0.09,8.57,8.66,91.34,,2480.34699,3647.569103,8.201816226,,-17.76,12.05,17.2,-17.76,12.05,17.2,0.435778415,1.168475298,MB,,-2.264139479,0.081190624,,1,-4.914281985,-1.137861936,1,0.927876947,-0.110105987,1,1.026875079,-0.118476613,,0.007340987,2.529133988,2.792326387,,0.0002317,,1
1999,AC,Sept,AC,1,1,6,S,37,3.610917913,0.41,-0.895998029,0.19,-1.662311402,,53.53,12.6,87.4,0,0,6.42,6.42,80.94,,0,9.02,64.19,64.19,,2.2,4.16,4.16,,0,0.001711368,0.012176142,0.012176142,0.153535431,,-6.370462083,-4.4082768,-4.4082768,-1.873823921,,0,0.481809947,0.481809947,3.086062154,3.5678721,,-0.730205544,-0.730205544,1.126895894,1.271969368,0.481809946,,0,13.5,13.5,86.5,,3567.8721,8702.127073,9.071322766,,-16.55,11.53,17.14,-16.55,11.53,17.14,1.007596964,1.80669076,MB,,-2.095026127,0.221202206,,1,-4.838762556,-4.42287111,1,1.079860492,0.047035402,1,1.179358753,0.092610615,,0.007916845,2.944268773,3.252288014,,0,,1
1999,LBC,Sept,DT,1,7,7,S,37,3.610917913,0.85,-0.158175435,0.13,-2.051826375,,84.95,15.8,84.2,0.48,0.03,5.26,5.29,78.95,,0.25,4.39,52.65,52.9,-1.37,1.48,3.96,3.97,,3.27E-05,0.000563737,0.006765073,0.006797815,0.101450284,-10.32682751,-7.480923438,-4.995982295,-4.991153993,-2.288186412,,0.001295633,0.26769392,0.268989553,2.03915071,2.308140263,-6.648756255,-1.31791104,-1.313082738,0.712533403,0.836442119,0.268989553,,0.06,11.6,11.65,88.35,,2308.140263,2715.459133,7.906716328,,-17.32,14.58,16.37,-17.32,14.58,16.37,2.159345068,0.530592026,LBC,,-2.095026127,-0.193160285,,1,-4.838762556,-1.809993699,1,1.079860492,-0.367327089,1,1.179358753,-0.342916634,,0.007916845,2.944268773,3.252288014,,0.000127591,,0
1999,LBC,Sept,DT,1,7,17,S,37,3.610917913,1,0,0.24,-1.423788566,,75.92,14.3,85.7,0.98,0.05,5.05,5.1,80.59,,0.5,3.85,50.53,51.03,-0.69,1.35,3.92,3.93,,0.000120674,0.000926646,0.012167273,0.012287947,0.194066998,-9.022420331,-6.983939475,-4.409005443,-4.399136411,-1.639551829,,0.004775058,0.481459007,0.486234065,3.900746661,4.386980726,-5.344349076,-0.730934188,-0.721065156,1.361167986,1.478641229,0.486234065,,0.11,10.97,11.08,88.92,,4386.980726,4386.980726,8.386396508,,-17.31,14.18,16.3,-17.31,14.18,16.3,1.918747542,0.601778893,LBC,,-2.095026127,0.455474298,,1,-4.838762556,-0.50558652,1,1.079860492,0.281307494,1,1.179358753,0.299282476,,0.007916845,2.944268773,3.252288014,,0.000312468,,1
1999,LBC,Sept,DC,1,6,3,S,38,3.63758616,0.95,-0.047301273,0.18,-1.69936262,,80.83,15.6,84.4,3.98,0.17,4.13,4.3,80.06,,1.71,2.07,41.33,43.04,0.54,0.73,3.72,3.76,,0.000312778,0.00037813,0.007555256,0.007868034,0.146349685,-8.070017338,-7.880273252,-4.885511775,-4.844947052,-1.921756416,,0.01237662,0.298961487,0.311338107,2.941628676,3.252966783,-4.391946083,-1.207440519,-1.166875796,1.078963399,1.179567436,0.311338107,,0.38,9.19,9.57,90.43,,3252.966783,3424.175561,8.13861601,,-17.72,13.93,16.39,-17.72,13.93,16.39,1.479627541,0.503431051,LBC,,-2.013867793,0.092111377,,1,-4.802520409,0.410574326,1,1.152798148,-0.073834749,1,1.252536423,-0.072968987,,0.008209031,3.167042376,3.499207181,,0.000981118,,1
1999,AC,Sept,AC,1,2,14,S,39,3.663561646,0.52,-0.652773286,0.21,-1.556371191,,59.49,16.5,83.5,0,0,4.18,4.18,79.29,,0,1.82,41.82,41.82,,0.6,3.73,3.73,,0,0.000384721,0.008820095,0.008820095,0.167229815,,-7.862991999,-4.73072262,-4.73072262,-1.788386276,,0,0.349011165,0.349011165,3.361319278,3.710330443,,-1.052651364,-1.052651364,1.212333539,1.311120941,0.349011165,,0,9.41,9.41,90.59,,3710.330443,7135.250852,8.872802687,,-19.95,9.5,16.38,-19.95,9.5,16.38,-2.840468543,0.515325191,MB,,-1.934817709,0.146431433,,1,-4.767219723,-4.394330485,1,1.223841102,-0.011507563,1,1.323813157,-0.012692216,,0.008503991,3.400223287,3.75772288,,0,,1
1999,LBC,Sept,DC,1,6,2,S,39,3.663561646,1.35,0.302619945,0.27,-1.305636458,,79.98,18.6,81.4,0,0,3.31,3.31,78.14,,0,2.23,33.05,33.05,,0.8,3.5,3.5,,0,0.000604771,0.008957279,0.008957279,0.211753578,,-7.410659953,-4.715288734,-4.715288734,-1.55233205,,0,0.354439547,0.354439547,4.25624691,4.610686457,,-1.037217478,-1.037217478,1.448387765,1.528376752,0.354439547,,0,7.69,7.69,92.31,,4610.686457,3415.323301,8.136027439,,-18.15,13.88,16.59,-18.15,13.88,16.59,1.1564409,0.384366531,MHC,,-1.934817709,0.382485659,,1,-4.767219723,-4.143016056,1,1.223841102,0.224546663,1,1.323813157,0.204563595,,0.008503991,3.400223287,3.75772288,,0,,1
1999,LBC,Sept,DC,1,7,9,S,40,3.688879454,1.12,0.113596507,0.22,-1.500583508,,80.09,19.2,80.8,4.9,0.21,3.99,4.2,76.61,,2.05,3.45,39.9,41.96,0.72,1.24,3.69,3.74,,0.000458189,0.000769611,0.008898712,0.0093569,0.170844989,-7.688229834,-7.169625661,-4.721848785,-4.671641234,-1.766998633,,0.01813052,0.352122015,0.370252535,3.43398427,3.804236805,-4.010158579,-1.043777529,-0.993569979,1.233721182,1.336115394,0.370252535,,0.48,9.26,9.73,90.27,,3804.236805,3396.640004,8.130541988,,-18.12,14.42,17.02,-18.12,14.42,17.02,1.565605626,0.410973275,LBC,,-1.857769107,0.090770474,,1,-4.732812822,0.722654243,1,1.293085307,-0.059364125,1,1.393285222,-0.057169828,,0.008801679,3.644012126,4.028061416,,0.001257273,,1
1999,LBC,Sept,DT,1,4,5,S,41,3.713572067,1.21,0.19309663,0.23,-1.48236483,,81.28,15.9,84.1,5.02,0.22,4.18,4.41,79.74,,2.21,2.41,41.85,44.06,0.79,0.88,3.73,3.79,,0.000502499,0.000547184,0.00950395,0.010006449,0.181096844,-7.59591648,-7.510725668,-4.656047771,-4.604525466,-1.708723344,,0.019883894,0.376071304,0.395955198,3.640046555,4.036001753,-3.917845225,-0.977976515,-0.926454211,1.291996472,1.395254537,0.395955198,,0.49,9.32,9.81,90.19,,4036.001753,3335.538639,8.112389456,,-16.7,14.24,16.4,-16.7,14.24,16.4,2.418617257,0.889565966,LB,,-1.782623136,0.073899792,,1,-4.699255561,0.781410336,1,1.360619603,-0.068623131,1,1.461041752,-0.065787215,,0.009102051,3.898608143,4.310447608,,0.001338597,,1
1999,AC,Sept,AC,1,1,19,S,43,3.761200116,0.84,-0.17697587,0.31,-1.182863841,,63.43,15.6,84.4,1.57,0.09,5.48,5.57,78.85,,0.87,3.36,54.83,55.7,-0.14,1.21,4,4.02,,0.000267465,0.001030874,0.016799992,0.017067457,0.241604851,-8.226521211,-6.877348106,-4.086376877,-4.070581726,-1.420451736,,0.010583597,0.664775678,0.675359275,4.856257498,5.531616773,-4.548449956,-0.408305622,-0.392510471,1.580268079,1.710480137,0.675359275,,0.19,12.02,12.21,87.79,,5531.616773,6585.258063,8.792588803,,-17.63,9.94,17.18,-17.63,9.94,17.18,-0.744348784,1.697313286,MB,,-1.637678733,0.217226997,,1,-4.634529042,0.086079086,1,1.490882317,0.089385762,1,1.591733118,0.118747019,,0.009710679,4.441012171,4.912255073,,0.000583928,,1
1999,MHC,Sept,MHC,1,2,6,S,45,3.80666249,1.32,0.276494727,0.27,-1.320506621,,79.75,17,83,2.77,0.1,3.41,3.51,79.45,,0.97,2.63,34.11,35.08,-0.03,0.97,3.53,3.56,,0.000259561,0.00070354,0.009107293,0.009366854,0.212122659,-8.25652064,-7.259386193,-4.698679713,-4.670577999,-1.550590593,,0.01027081,0.3603756,0.37064641,4.26366544,4.63431185,-4.578449384,-1.020608458,-0.992506743,1.450129222,1.53348772,0.37064641,,0.22,7.78,8,92,,4634.31185,3510.842311,8.163611262,,-17.57,14.7,15.68,-17.57,14.7,15.68,1.945422493,0.174290377,LBC,,-1.499325037,-0.051265556,,1,-4.572745676,-0.005703708,1,1.61522191,-0.165092688,1,1.716481873,-0.182994153,,0.010329559,5.029003786,5.564915904,,0.000621341,,1
1999,LBC,Sept,DC,1,6,5,S,46,3.828641396,2,0.692947161,0.39,-0.948813924,,80.64,17.5,82.5,2.61,0.13,4.87,5,77.55,,1.3,4.04,48.71,50.01,0.27,1.4,3.89,3.91,,0.000504979,0.001562887,0.018858694,0.019363673,0.30026657,-7.590993286,-6.461220707,-3.970781251,-3.944356483,-1.203084634,,0.019982028,0.746238522,0.766220549,6.035358048,6.801578597,-3.912922031,-0.292709996,-0.266285227,1.797635181,1.917154732,0.766220549,,0.29,10.97,11.27,88.73,,6801.578597,3400.789299,8.13176283,,-16.72,13.71,17.07,-16.72,13.71,17.07,2.180039167,1.213660905,LBC,,-1.432437573,0.229352939,,1,-4.542876343,0.629954312,1,1.675334218,0.122300963,1,1.776791991,0.140362741,,0.01064275,5.340579769,5.910863866,,0.000946013,,1
1999,AC,Sept,AC,1,2,19,S,51,3.931825633,1.42,0.353118628,0.47,-0.751200112,,66.86,15.3,84.7,0,0,4.26,4.26,80.42,,0,3.62,42.6,42.6,,1.29,3.75,3.75,,0,0.001709327,0.020100945,0.020100945,0.379407952,,-6.371655843,-3.906988467,-3.906988467,-0.969143264,,0,0.79539438,0.79539438,7.626099825,8.421494206,,-0.228917211,-0.228917211,2.031576551,2.130787272,0.795394381,,0,9.44,9.44,90.56,,8421.494206,5930.629723,8.687885679,,-21.35,15.79,14.23,-21.35,15.79,14.23,-0.408114086,-2.216342281,AC,,-1.118421403,0.149278139,,1,-4.402648965,-3.953276079,1,1.957543106,0.074033445,1,2.059929537,0.070857735,,0.012244861,7.08190618,7.845416979,,0,,1
1999,LBC,Sept,DT,1,6,8,S,51,3.931825633,2.2,0.786364262,0.42,-0.857078872,,80.67,15.8,84.2,4.18,0.19,4.37,4.56,79.65,,1.9,2.82,43.65,45.56,0.64,1.04,3.78,3.82,,0.000808065,0.001197083,0.018526714,0.019334778,0.338018343,-7.120868586,-6.727867286,-3.988541596,-3.945849814,-1.084655115,,0.031975115,0.733102067,0.765077182,6.794168697,7.55924588,-3.44279733,-0.310470341,-0.267778558,1.9160647,2.022771434,0.765077183,,0.42,9.7,10.12,89.88,,7559.24588,3436.020855,8.142069353,,-17.99,14.83,16.46,-17.99,14.83,16.46,1.824665414,0.198773328,LBC,,-1.118421403,0.033766288,,1,-4.402648965,0.959851635,1,1.957543106,-0.041478406,1,2.059929537,-0.037158103,,0.012244861,7.08190618,7.845416979,,0.001440832,,1
